,no,co,cl,hh,ha,hs,he,ci,cw,re,la,u1,u2,u3,le,sa,mw,pr,on,ra,h,si,nx,rp,f,hf,vu,fa,sp
2692,6.9360,6,9360,0,0,0,0,0,0,0,0,3,1,8,U,[''],[''],[],6.930,5.0,8.0,27.0,0,0,0,0,12.0,1,0
2693,6.9800,6,9800,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],6.910,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2694,6.9820,6,9820,0,0,0,0,0,0,0,0,0,1,0,U,[''],[''],[],6.920,0.0,0.0,0.0,0,1,0,0,1.0,1,1
2695,6.9830,6,9830,0,0,0,0,0,0,0,0,0,1,0,G,[''],[''],[],6.997,0.0,0.0,0.0,0,0,0,0,1.0,1,1
2696,6.9840,6,9840,0,0,0,0,0,0,0,0,0,1,0,G,[''],[''],[],6.998,0.0,0.0,0.0,0,1,0,0,1.0,1,1
2697,6.9850,6,9850,0,0,0,0,0,0,0,0,0,12,0,U,[''],[''],[],6.921,0.0,0.0,0.0,0,0,0,0,12.0,1,1
2698,6.9860,6,9860,0,0,0,0,0,0,0,0,0,12,0,U,[''],[''],[['6.9850']],6.922,0.0,0.0,0.0,0,0,0,0,12.0,1,1
2699,6.9870,6,9870,0,0,0,0,0,0,0,0,0,12,0,G,[''],[''],"[['6.9850'], ['6.9860']]",6.951,0.0,0.0,0.0,0,0,0,0,12.0,1,1
2700,6.9880,6,9880,0,0,0,0,0,0,0,0,0,12,0,G,[''],[''],[['6.9870']],6.952,0.0,0.0,0.0,0,0,0,0,12.0,1,1
2701,6.9900,6,9900,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],6.981,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2702,6.9910,6,9910,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],6.991,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2703,6.9920,6,9920,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],6.960,6.18,22.020000000000003,110.8,0,1,0,0,0.0,1,1
2704,6.9930,6,9930,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],6.963,0.0,0.0,0.0,0,0,0,0,0.0,1,0
2705,6.9932,6,9932,0,0,0,0,0,0,0,0,3,0,0,G,[''],[''],[],6.961,0.0,0.0,0.0,0,0,0,0,3.0,1,1
2706,6.9940,6,9940,0,0,0,0,0,0,0,0,0,0,1,G,[''],[''],[],6.994,0.0,0.0,0.0,0,1,0,0,1.0,1,1
2707,6.9950,6,9950,0,0,0,0,0,0,0,0,0,0,1,G,[''],[''],[['6.9940']],6.995,0.0,0.0,0.0,0,1,0,0,1.0,1,1
2708,6.9970,6,9970,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,6.0,1,0
2709,6.9990,6,9990,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],6.962,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2710,6.C01,6,C01,0,0,0,0,0,0,0,0,3,0,3,U,[''],['6.C51'],"[['6.100A'], ['18.02', '18.02A', '18.022']]",,0.0,0.0,0.0,0,0,0,0,6.0,0,1
2711,6.C35,6,C35,0,0,0,0,0,0,0,0,3,1,8,U,['11.C35'],"['6.C85', ' 11.C85']",[],,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2712,6.C51,6,C51,0,0,0,0,0,0,0,0,3,0,3,G,[''],['6.C01'],"[['6.100A'], ['18.02', '18.02A', '18.022']]",,0.0,0.0,0.0,0,0,0,0,6.0,0,1
2713,6.C85,6,C85,0,0,0,0,0,0,0,0,3,1,8,G,['11.C85'],"['6.C35', ' 11.C35']",[],,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2714,6.EPE,6,EPE,0,0,0,0,0,0,0,0,0,0,1,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,1.0,1,1
2715,6.EPW,6,EPW,0,0,0,0,0,0,0,0,1,0,0,U,[''],[''],[['2.EPE']],,0.0,0.0,0.0,0,0,0,0,1.0,1,0
2716,6.S045,6,S045,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,1,0
2717,6.S046,6,S046,0,0,0,0,0,0,0,0,3,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,3.0,1,0
2718,6.S047,6,S047,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,1,0
2719,6.S050,6,S050,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,0,1
2720,6.S051,6,S051,0,0,0,0,0,0,0,0,3,0,9,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,0,1
2721,6.S052,6,S052,0,0,0,0,0,0,0,0,3,0,3,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,0,1
2722,6.S063,6,S063,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,6.3,10.4,29.0,0,1,0,0,0.0,0,1
2723,6.S077,6,S077,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,6.6,7.34,12.67,0,1,0,1,0.0,1,1
2724,6.S082,6,S082,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,6.0,12.0,3.0,0,1,0,0,0.0,1,0
2725,6.S083,6,S083,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,6.4,10.4,15.0,0,1,0,0,0.0,1,0
2726,6.S084,6,S084,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,4.5,10.0,2.5,0,1,1,0,0.0,1,0
2727,6.S898,6,S898,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.6,8.5,19.0,0,1,0,0,0.0,1,0
2728,6.S950,6,S950,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,1,0.0,0,1
2729,6.S952,6,S952,0,0,0,0,0,0,0,0,3,0,3,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,0,1
2730,6.S963,6,S963,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2731,6.S964,6,S964,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2732,6.S965,6,S965,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,0
2733,6.S966,6,S966,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,5.9,13.5,23.0,0,1,0,0,0.0,1,1
2734,6.S967,6,S967,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,4.5,14.5,35.0,0,1,0,0,0.0,1,0
2735,6.S974,6,S974,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.8,9.2,15.0,0,1,0,0,0.0,1,0
2736,6.S975,6,S975,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.0,3.0,2.0,0,1,0,0,0.0,1,0
2737,6.S976,6,S976,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.1,7.7,22.0,0,1,0,0,0.0,1,0
2738,6.S977,6,S977,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,6.7,5.7,18.0,0,1,0,0,12.0,1,0
2739,6.S978,6,S978,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.52,9.58,11.4,0,1,0,0,0.0,0,1
2740,6.S980,6,S980,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,1,0
2741,6.S981,6,S981,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,1,0
2742,6.S982,6,S982,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,1,0
2743,6.S983,6,S983,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,0,1
2744,6.S984,6,S984,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,0,1
2745,6.S985,6,S985,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,0,1
2746,6.S986,6,S986,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,0,1
2747,6.S987,6,S987,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,0,1
2748,6.S988,6,S988,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,12.0,0,1
2749,6.THG,6,THG,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.5,42.4,600.0,0,1,0,0,0.0,1,1
2750,6.THM,6,THM,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[['6.UAT']],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2751,6.UAR,6,UAR,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],[],,5.14,7.4,137.0,0,1,0,0,6.0,1,1
2752,6.UAT,6,UAT,0,0,0,0,0,0,0,0,3,0,6,U,[''],[''],[],,5.58,7.800000000000001,178.12,0,0,0,0,9.0,1,1
2753,6.UR,6,UR,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2754,7.002,7,002,0,0,0,0,0,0,0,0,1,4,1,U,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,6.0,1,1
2755,7.003,7,003,0,0,0,0,0,0,0,0,2,7,3,U,['10.7003'],[''],[['7.002']],,0.0,0.0,0.0,0,0,0,0,12.0,1,1
2756,7.012,7,012,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],[],,5.4,8.2,360.3,0,0,1,0,12.0,1,0
2757,7.014,7,014,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],[],,4.97,9.6,84.25,0,0,1,0,12.0,0,1
2758,7.015,7,015,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],[],,5.9,7.8,42.0,0,0,1,0,12.0,1,0
2759,7.016,7,016,0,0,0,0,0,0,0,0,5,0,7,U,[''],[''],[],,5.25,8.879999999999999,197.25,0,0,1,0,12.0,0,1
2760,7.03,7,03,0,0,0,0,0,0,1,0,4,0,8,U,[''],[''],"[['7.012', '7.015', '7.014', '7.016']]",,4.84,8.66,82.5,0,0,1,0,12.0,1,1
2761,7.05,7,05,0,0,0,0,0,0,1,0,5,0,7,U,[''],[''],"[['5.12'], ['7.012', '7.015', '7.014', '7.016']]",,5.75,11.58,163.25,0,0,1,0,12.0,0,1
2762,7.06,7,06,0,0,0,0,0,0,0,0,4,0,8,U,[''],[''],"[['7.03'], ['7.05']]",,5.54,8.28,73.25,0,0,1,0,12.0,1,1
2763,7.08,7,08,0,0,0,0,0,0,0,0,4,0,8,U,['5.08'],['7.80'],"[['5.13'], ['5.07', '7.05'], ['7.012', '7.015', '7.014', '7.016']]",,6.02,9.6,19.0,0,0,0,0,12.0,0,1
2764,7.093,7,093,0,0,0,0,0,0,0,0,2,0,4,U,[''],['7.573'],"[['7.03'], ['7.05']]",,0.0,0.0,0.0,0,0,0,1,6.0,0,1
2765,7.094,7,094,0,0,0,0,0,0,0,0,2,0,4,U,[''],['7.574'],"[['7.03'], ['7.05']]",,0.0,0.0,0.0,0,0,0,2,6.0,0,1
2766,7.11,7,11,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2767,7.19,7,19,0,0,0,0,0,0,0,0,4,4,4,U,[''],[''],"[['7.06'], ['5.362', '7.003', '20.109']]",,5.36,24.41,13.5,0,0,0,0,12.0,1,1
2768,7.20,7,20,0,0,0,0,0,0,0,0,5,0,7,U,['HST.540'],[''],[['7.05']],,6.4,9.3,25.3,0,0,1,0,12.0,1,0
2769,7.21,7,21,0,0,0,0,0,0,0,0,4,0,8,U,[''],['7.62'],"[['7.03'], ['7.05']]",,5.7,8.9,14.0,0,0,0,0,12.0,1,0
2770,7.23,7,23,0,0,0,0,0,0,0,0,5,0,7,U,['20.230'],"['7.63', ' 20.630']",[['7.06']],,5.63,8.54,29.67,0,0,0,0,12.0,0,1
2771,7.24,7,24,0,0,0,0,0,0,0,0,3,0,9,U,[''],['7.84'],[['7.23']],,5.5,9.6,20.0,0,0,0,0,12.0,0,1
2772,7.26,7,26,0,0,0,0,0,0,0,0,4,0,8,U,[''],['7.66'],[['7.06']],,6.5,8.3,33.0,0,0,1,0,12.0,0,1
2773,7.27,7,27,0,0,0,0,0,0,0,0,4,0,8,U,[''],[''],[['7.06']],,5.03,8.51,19.0,0,0,0,0,12.0,0,1
2774,7.28,7,28,0,0,0,0,0,0,0,0,5,0,7,U,[''],['7.58'],[['7.03']],,5.98,8.84,33.75,0,0,1,0,12.0,0,1
2775,7.29,7,29,0,0,0,0,0,0,0,0,4,0,8,U,['9.09'],[''],"[['7.05', '9.01']]",,5.6,7.82,31.75,0,0,1,0,12.0,0,1
2776,7.30,7,30,0,0,0,0,0,0,1,0,4,0,8,U,"['1.018', ' 12.031']",[''],[],,5.9,7.9,19.5,0,0,1,0,12.0,1,0
2777,7.32,7,32,0,0,0,0,0,0,0,0,3,0,9,U,[''],"['7.81', ' 8.591']","[['18.03'], ['18.05']]",,6.2,13.6,35.7,0,0,1,0,12.0,1,0
2778,7.340,7,340,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],"[['7.06'], ['7.28']]",,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2779,7.341,7,341,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],"[['7.06', '7.28']]",,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2780,7.342,7,342,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],"[['7.06', '7.28']]",,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2781,7.343,7,343,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],"[['7.06'], ['7.28']]",,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2782,7.344,7,344,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],"[['7.06'], ['7.28']]",,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2783,7.345,7,345,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],"[['7.06'], ['7.28']]",,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2784,7.346,7,346,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],"[['7.06'], ['7.28']]",,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2785,7.347,7,347,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],"[['7.06'], ['7.28']]",,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2786,7.348,7,348,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],"[['7.06'], ['7.28']]",,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2787,7.349,7,349,0,0,0,0,0,0,0,0,2,0,4,U,[''],[''],"[['7.06'], ['7.28']]",,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2788,7.35,7,35,0,0,0,0,0,0,0,0,3,0,9,U,[''],['7.75'],"[['7.06'], ['7.03'], ['7.05']]",,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2789,7.371,7,371,0,0,0,0,0,0,0,0,4,0,8,U,[''],[''],[['7.06']],,6.6,9.9,12.3,0,0,0,0,12.0,1,0
2790,7.390,7,390,0,0,0,0,0,0,0,0,0,1,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,1.0,1,1
2791,7.391,7,391,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,1,1,0,0,0.0,1,1
2792,7.392,7,392,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,1,1,0,0,0.0,1,1
2793,7.393,7,393,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,1,1,0,0,0.0,1,1
2794,7.394,7,394,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,1,1,0,0,0.0,1,1
2795,7.395,7,395,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,1,1,0,0,0.0,1,1
2796,7.396,7,396,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,1,1,0,0,0.0,1,1
2797,7.411,7,411,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,7.0,6.3,5.0,0,1,0,0,0.0,1,1
2798,7.421,7,421,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2799,7.430,7,430,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,6.75,6.25,3.0,0,1,0,0,6.0,0,1
2800,7.431,7,431,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,5.9,7.9,6.5,0,1,0,0,6.0,1,1
2801,7.433,7,433,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,6.7,7.7,7.5,0,1,0,0,6.0,1,1
2802,7.434,7,434,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2803,7.435,7,435,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2804,7.436,7,436,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2805,7.437,7,437,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2806,7.438,7,438,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,6.0,1,1
2807,7.45,7,45,0,0,0,0,0,0,0,0,4,0,8,U,[''],['7.85'],[['7.06']],,6.5,8.0,58.3,0,0,1,0,12.0,1,0
2808,7.458,7,458,0,0,0,0,0,0,0,0,1,0,2,U,['10.03'],"['7.548', ' 10.53']",[],,6.63,4.5,12.33,0,0,0,2,3.0,0,1
2809,7.46,7,46,0,0,0,0,0,0,0,0,4,0,8,U,[''],['7.86'],"[['7.03'], ['7.05']]",,6.6,8.4,18.7,0,0,0,0,12.0,1,0
2810,7.470,7,470,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,6.17,13.53,3.67,0,0,0,0,12.0,0,1
2811,7.49,7,49,0,0,0,0,0,0,0,0,3,0,9,U,['9.18'],"['7.69', ' 9.181']","[['7.03', '7.05', '9.01']]",,6.67,6.57,10.67,0,0,1,0,12.0,0,1
2812,7.491,7,491,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2813,7.492,7,492,0,0,0,0,0,0,0,0,3,0,9,G,"['1.86', ' 20.445']",[''],[],,6.6,7.2,10.7,0,0,0,0,12.0,1,0
2814,7.493,7,493,0,0,0,0,0,0,0,0,4,0,8,G,"['1.87', ' 12.493', ' 20.446']",[''],"[['7.03'], ['7.05']]",,6.0,10.7,12.3,0,0,0,0,12.0,1,0
2815,7.494,7,494,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2816,7.498,7,498,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2817,7.499,7,499,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],"[['7.492'], ['7.493']]",,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2818,7.50,7,50,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],"[['7.51'], ['7.52']]",,6.3,12.3,36.7,0,0,0,0,12.0,1,0
2819,7.51,7,51,0,0,0,0,0,0,0,0,6,0,6,G,[''],[''],[],,5.6,13.9,44.3,0,0,0,0,12.0,1,0
2820,7.52,7,52,0,0,0,0,0,0,0,0,4,0,8,G,[''],[''],[],,5.5,12.2,38.7,0,0,0,0,12.0,1,0
2821,7.540,7,540,0,0,0,0,0,0,0,0,3,0,9,G,"['5.54', ' 20.554']",[''],"[['5.07'], ['5.13'], ['7.06']]",,6.2,12.0,23.0,0,0,0,0,12.0,1,0
2822,7.546,7,546,0,0,0,0,0,0,0,0,3,0,6,G,"['15.480', ' 20.586']",[''],[],,6.1,6.1,60.0,0,0,0,0,9.0,0,1
2823,7.548,7,548,0,0,0,0,0,0,0,0,1,0,2,G,['10.53'],"['7.458', ' 10.03']",[],,6.63,4.5,12.33,0,0,0,2,3.0,0,1
2824,7.55,7,55,0,0,0,0,0,0,0,0,2,0,7,G,[''],[''],[],,6.8,6.33,14.0,0,0,0,0,9.0,0,1
2825,7.571,7,571,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,1,6.0,0,1
2826,7.572,7,572,0,0,0,0,0,0,0,0,2,0,4,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,2,6.0,0,1
2827,7.573,7,573,0,0,0,0,0,0,0,0,2,0,4,G,[''],['7.093'],"[['7.03'], ['7.05']]",,0.0,0.0,0.0,0,0,0,1,6.0,0,1
2828,7.574,7,574,0,0,0,0,0,0,0,0,2,0,4,G,[''],['7.094'],"[['7.03'], ['7.05']]",,0.0,0.0,0.0,0,0,0,2,6.0,0,1
2829,7.58,7,58,0,0,0,0,0,0,0,0,5,0,7,G,[''],['7.28'],"[['7.03'], ['7.05']]",,5.98,8.84,33.75,0,0,1,0,12.0,0,1
2830,7.60,7,60,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['7.06']],,6.48,8.07,17.5,0,0,0,0,12.0,0,1
2831,7.61,7,61,0,0,0,0,0,0,0,0,4,0,8,G,['20.561'],[''],[],,6.1,9.7,18.7,0,0,1,0,12.0,1,0
2832,7.62,7,62,0,0,0,0,0,0,0,0,4,0,8,G,[''],['7.21'],"[['7.03'], ['7.05']]",,5.7,8.9,14.0,0,0,0,0,12.0,1,0
2833,7.63,7,63,0,0,0,0,0,0,0,0,5,0,7,G,['20.630'],"['7.23', ' 20.230']",[['7.06']],,5.63,8.54,29.67,0,0,0,0,12.0,0,1
2834,7.65,7,65,0,0,0,0,0,0,0,0,3,0,9,G,['9.015'],[''],[],,6.6,8.4,15.0,0,0,0,0,12.0,1,0
2835,7.66,7,66,0,0,0,0,0,0,0,0,4,0,8,G,[''],['7.26'],[['7.06']],,6.5,8.3,33.0,0,0,1,0,12.0,0,1
2836,7.68,7,68,0,0,0,0,0,0,0,0,3,0,9,G,['9.013'],[''],[],,5.7,8.2,13.25,0,0,0,0,12.0,0,1
2837,7.69,7,69,0,0,0,0,0,0,0,0,3,0,9,G,['9.181'],"['7.49', ' 9.18']",[['9.011']],,6.67,6.57,10.67,0,0,1,0,12.0,0,1
2838,7.71,7,71,0,0,0,0,0,0,0,0,5,0,7,G,[''],['5.78'],"[['5.13'], ['5.60'], ['5.07', '7.05']]",,6.4,7.0,13.0,0,0,0,0,12.0,0,1
2839,7.75,7,75,0,0,0,0,0,0,0,0,3,0,9,G,[''],['7.35'],[['7.52']],,0.0,0.0,0.0,0,0,0,0,12.0,0,1
2840,7.77,7,77,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],"[['7.05', '7.51']]",,6.0,8.0,21.67,0,0,0,0,12.0,0,1
2841,7.80,7,80,0,0,0,0,0,0,0,0,4,0,8,G,[''],"['5.08', ' 7.08']","[['5.13'], ['5.07', '7.05']]",,6.02,9.6,19.0,0,0,0,0,12.0,0,1
2842,7.81,7,81,0,0,0,0,0,0,0,0,3,0,9,G,['8.591'],['7.32'],"[['18.03'], ['18.05']]",,6.2,13.6,35.7,0,0,1,0,12.0,1,0
2843,7.82,7,82,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[],,6.62,8.85,6.0,0,0,0,0,12.0,0,1
2844,7.84,7,84,0,0,0,0,0,0,0,0,3,0,9,G,[''],['7.24'],[],,5.5,9.6,20.0,0,0,0,0,12.0,0,1
2845,7.85,7,85,0,0,0,0,0,0,0,0,4,0,8,G,[''],['7.45'],[['7.06']],,6.5,8.0,58.3,0,0,1,0,12.0,1,0
2846,7.86,7,86,0,0,0,0,0,0,0,0,4,0,8,G,[''],['7.46'],"[['7.03'], ['7.05']]",,6.6,8.4,18.7,0,0,0,0,12.0,1,0
2847,7.88,7,88,0,0,0,0,0,0,0,0,3,0,3,G,['5.48'],[''],"[['5.07', '7.05']]",,6.5,6.0,5.0,0,0,0,1,6.0,0,1
2848,7.89,7,89,0,0,0,0,0,0,0,0,2,0,10,G,['CSB.100'],[''],[],,6.4,6.7,12.0,0,0,0,0,12.0,1,0
2849,7.930,7,930,0,0,0,0,0,0,0,0,2,10,0,G,['20.930'],[''],[],,6.6,12.1,10.3,0,0,0,0,12.0,1,0
2850,7.931,7,931,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,1,1,0,0,0.0,1,1
2851,7.932,7,932,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,1,1,0,0,0.0,1,1
2852,7.933,7,933,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2853,7.934,7,934,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2854,7.935,7,935,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,0.0,1,0
2855,7.936,7,936,0,0,0,0,0,0,0,0,0,2,0,G,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,2.0,1,1
2856,7.941,7,941,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,0
2857,7.95,7,95,0,0,0,0,0,0,0,0,3,0,9,G,[''],[''],[['7.85']],,5.4,6.15,22.0,0,0,0,0,12.0,0,1
2858,7.MTHG,7,MTHG,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2859,7.S391,7,S391,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2860,7.S930,7,S930,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2861,7.S931,7,S931,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2862,7.THG,7,THG,0,0,0,0,0,0,0,0,0,0,0,G,[''],[''],[],,6.0,48.4,141.0,0,1,0,0,0.0,1,1
2863,7.THU,7,THU,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,0,0,0,0.0,1,1
2864,7.UR,7,UR,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2865,7.URG,7,URG,0,0,0,0,0,0,0,0,0,0,0,U,[''],[''],[],,0.0,0.0,0.0,0,1,0,0,0.0,1,1
2866,8.01,8,01,0,0,0,0,0,0,0,0,3,2,7,U,[''],[''],[],,5.2,12.0,332.5,0,0,1,0,12.0,1,0
