no,c1,c2,ch,bio,p1,p2,p-64,f-64,m2-64,m3-64,dac-64,moc-64,dec-64,coc-64,huc-64,cim-64,cim2-64,serc,aus,eecs
21M.480,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGS.310,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS.S96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21L.011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S196,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.810,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.S998,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.S963,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.C35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
SCM.253,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.584,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAS.842,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC.719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21W.224,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.979,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
17.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.S23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.465A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EM.S22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21W.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21L.707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCM.283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STS.004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.C51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.4451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.051,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC.715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
AS.112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.750,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21G.237,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.402,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21L.706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.861,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.36,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.617,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.235,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.937,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.091,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.525,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.260,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.S063,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.382,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.UAR,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.954,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1.C51,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EM.413,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.S04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.S15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.S56,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MS.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.371,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21A.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.524,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.550,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS.702,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.321,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.474,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCM.290,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.100L,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
5.74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.003,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES.S90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.062,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
16.650,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.0851,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
CMS.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.303,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NS.300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.262,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.905,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.934,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
EC.120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
EM.444,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.663,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.651,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.802,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.9101,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.967,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.141,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.06,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
6.S952,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21A.311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.S007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.181,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00C,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21L.504,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.173,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS.867,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDS.505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5.602,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.815,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.180,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.C01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.410,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21W.759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.573,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4.246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.S982,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS.806,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
NS.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S953,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.110B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.5660,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.618,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.S11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.548,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.470,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.701,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.202,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.S64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.734,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.515,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17.591,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.370,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.390,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22.061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDS.341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.S195,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.981,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCM.293,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.881,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.544,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
STS.032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WGS.220,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20.265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7320,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.S986,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21A.429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.72,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.616,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1920,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
21W.240,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21W.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES.100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES.7013,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21W.791,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.052,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SP.258,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.1210,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1
24.280,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.783,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.261,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SCM.270,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CC.S20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDS.057,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.751,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.521,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ES.92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.060,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.970,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.726,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
STS.005,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.7930,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
8.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21L.610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.467,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAS.S65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.760,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAS.S62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24.213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.100B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.990,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21G.228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.397,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6.S983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12.465B,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.00A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9.00,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.710,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.139,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.782,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.2391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
HST.035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.383,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21A.407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10.968,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
16.89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.541,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21W.031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
2.351,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.680,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
CMS.855,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11.526,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
IDS.075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MAS.S61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
18.417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
3.053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14.192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.786,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21L.471,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15.821,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21M.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1.563,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3.002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
